[run_modee] stance_use_props = True
======================================================================
HOPPER-AERO MODEE CONTROLLER (LCM)
- Always sends commands; underlying hopper_driver handles mode switching
- Right stick: desired vx/vy (same mapping as Hopper4.py)
- Press Y: start CSV log (saved under ~/hopper_logs/modee_csv/ by default). Log stops when program exits.
  (Override directory: export MODEE_LOG_DIR=/your/path)
======================================================================
[run_modee] LCM URL: udpm://239.255.76.67:7667?ttl=255
[run_modee] Safety limits:
  - tau_max: (20.0, 20.0, 20.0) Nm
  - tau_sign: (1.0, 1.0, 1.0)
  - tau_out_scale: 1.0
  - tau_out_max: 8.0
  - pwm_range: [1000.0, 1300.0] us
  - thrust_ratio: 0.22
  - thrust_max_each: 10.0 N/arm
  - thrust_min_each: 0.0 N/arm
  - wbc_w_t_ref: 0.01
  - wbc_w_tsum_ref: 0.0
  - swing_kp_xy: 20.0, swing_kd_xy: 0.8 (XY)
  - swing_kp_z: 220.0, swing_kd_z: 10 (Z)
  - use_foot_vel_lpf: True
  - foot_vel_lpf_tau: 0.015 s (~10.6 Hz cutoff)
======================================================================
[modee] waiting... have_motor=False have_imu=False have_gamepad=False
[modee] FLIGHT | pos=[-0.000,+0.000,-0.480]m | f_tot=[+0.00,+0.02,+8.13]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+0.00,+0.02,+8.13]N(w) | tau=[+1.92,+2.76,+2.47]Nm | pwm=[1000,1201,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.291,-0.271,-0.235]m | f_tot=[+28.08,+21.19,+31.96]N(w) | f_grf=[+22.20,+14.27,+27.76]N(w) | f_leg=[-22.20,-14.27,-27.76]N(w) | f_prop=[+5.88,+6.92,+4.20]N(w) | tau=[+1.00,-1.34,+4.42]Nm | pwm=[1000,1001,1300,1000,1000,1000]us
[modee] FLIGHT | pos=[-0.282,-0.265,-0.268]m | f_tot=[+5.54,+5.40,+3.46]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+5.54,+5.40,+3.46]N(w) | tau=[+1.83,-4.84,+3.26]Nm | pwm=[1000,1000,1300,1249,1000,1000]us
[modee] FLIGHT | pos=[-0.268,-0.231,-0.329]m | f_tot=[+5.77,+4.81,+3.02]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+5.77,+4.81,+3.02]N(w) | tau=[+1.82,-4.79,+3.17]Nm | pwm=[1000,1001,1205,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.236,-0.158,-0.406]m | f_tot=[+6.07,+4.68,+2.60]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+6.07,+4.68,+2.60]N(w) | tau=[+1.81,-4.76,+3.13]Nm | pwm=[1000,1162,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.190,-0.092,-0.456]m | f_tot=[+6.22,+4.66,+2.25]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.22,+4.66,+2.25]N(w) | tau=[+1.81,-4.75,+3.12]Nm | pwm=[1000,1156,1026,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.109,-0.007,-0.498]m | f_tot=[+6.37,+4.67,+1.74]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.37,+4.67,+1.74]N(w) | tau=[+1.81,-4.74,+3.10]Nm | pwm=[1000,1155,1064,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.033,+0.052,-0.510]m | f_tot=[+6.53,+4.69,+1.35]N(w) | f_grf=[-0.00,+0.00,-0.00]N(w) | f_leg=[+0.00,-0.00,+0.00]N(w) | f_prop=[+6.53,+4.69,+1.35]N(w) | tau=[+1.81,-4.71,+3.04]Nm | pwm=[1000,1000,1300,1213,1000,1000]us
[modee] FLIGHT | pos=[+0.072,+0.114,-0.496]m | f_tot=[+6.75,+4.65,+0.79]N(w) | f_grf=[-0.00,+0.00,-0.00]N(w) | f_leg=[+0.00,-0.00,+0.00]N(w) | f_prop=[+6.75,+4.65,+0.79]N(w) | tau=[+2.00,-1.58,-3.44]Nm | pwm=[1000,1000,1300,1075,1000,1000]us
[modee] FLIGHT | pos=[+0.127,+0.151,-0.469]m | f_tot=[+6.81,+4.51,+0.43]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[+6.81,+4.51,+0.43]N(w) | tau=[+2.01,-1.59,-3.43]Nm | pwm=[1000,1000,1300,1061,1000,1000]us
[modee] FLIGHT | pos=[+0.114,+0.209,-0.434]m | f_tot=[+6.89,+4.30,+0.19]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[+6.89,+4.30,+0.19]N(w) | tau=[+2.03,-1.59,-3.39]Nm | pwm=[1000,1001,1300,1050,1000,1000]us
[modee] FLIGHT | pos=[+0.072,+0.257,-0.402]m | f_tot=[+6.97,+4.12,+0.12]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[+6.97,+4.12,+0.12]N(w) | tau=[+2.04,-1.58,-3.33]Nm | pwm=[1000,1001,1300,1044,1000,1000]us
[modee] FLIGHT | pos=[+0.004,+0.309,-0.347]m | f_tot=[+7.14,+3.80,+0.12]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[+7.14,+3.80,+0.12]N(w) | tau=[+2.04,-1.58,-3.32]Nm | pwm=[1000,1026,1300,1022,1000,1000]us
[modee] FLIGHT | pos=[-0.058,+0.343,-0.282]m | f_tot=[+7.34,+3.40,+0.21]N(w) | f_grf=[-0.00,+0.00,-0.00]N(w) | f_leg=[+0.00,-0.00,+0.00]N(w) | f_prop=[+7.34,+3.40,+0.21]N(w) | tau=[+2.03,-1.57,-3.29]Nm | pwm=[1000,1048,1300,1008,1000,1000]us
[modee] STANCE:COMP | pos=[-0.097,+0.359,-0.231]m | f_tot=[+27.62,+26.44,+28.46]N(w) | f_grf=[+17.74,+22.45,+28.06]N(w) | f_leg=[-17.74,-22.45,-28.06]N(w) | f_prop=[+9.89,+3.99,+0.40]N(w) | tau=[+1.49,+0.06,+3.41]Nm | pwm=[1000,1051,1300,1000,1000,1000]us
[modee] STANCE:COMP | pos=[-0.143,+0.372,-0.155]m | f_tot=[+31.03,+21.76,+28.49]N(w) | f_grf=[+16.44,+17.44,+27.55]N(w) | f_leg=[-16.44,-17.44,-27.55]N(w) | f_prop=[+14.58,+4.31,+0.94]N(w) | tau=[+1.03,-0.90,+3.76]Nm | pwm=[1000,1300,1300,1008,1000,1000]us
[modee] STANCE:COMP | pos=[-0.150,+0.374,-0.138]m | f_tot=[+31.33,+20.18,+28.52]N(w) | f_grf=[+16.52,+16.42,+27.52]N(w) | f_leg=[-16.52,-16.42,-27.52]N(w) | f_prop=[+14.81,+3.76,+1.00]N(w) | tau=[+0.97,-1.09,+3.92]Nm | pwm=[1000,1300,1300,1003,1000,1000]us
[modee] STANCE:COMP | pos=[-0.143,+0.376,-0.128]m | f_tot=[+31.46,+18.33,+28.36]N(w) | f_grf=[+15.75,+15.47,+27.60]N(w) | f_leg=[-15.75,-15.47,-27.60]N(w) | f_prop=[+15.71,+2.86,+0.76]N(w) | tau=[+1.17,-1.48,+3.94]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:COMP | pos=[-0.127,+0.378,-0.131]m | f_tot=[+31.32,+17.91,+28.15]N(w) | f_grf=[+14.52,+15.43,+27.79]N(w) | f_leg=[-14.52,-15.43,-27.79]N(w) | f_prop=[+16.80,+2.47,+0.36]N(w) | tau=[+1.44,-1.79,+3.81]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:COMP | pos=[-0.072,+0.378,-0.142]m | f_tot=[+32.00,+10.37,+27.68]N(w) | f_grf=[+18.88,+8.73,+28.15]N(w) | f_leg=[-18.88,-8.73,-28.15]N(w) | f_prop=[+13.12,+1.64,-0.47]N(w) | tau=[+1.89,-0.41,+2.45]Nm | pwm=[1000,1214,1300,1112,1000,1000]us
[modee] STANCE:COMP | pos=[-0.047,+0.376,-0.144]m | f_tot=[+32.14,+9.69,+27.57]N(w) | f_grf=[+19.19,+8.01,+28.22]N(w) | f_leg=[-19.19,-8.01,-28.22]N(w) | f_prop=[+12.95,+1.68,-0.65]N(w) | tau=[+2.02,-0.07,+2.08]Nm | pwm=[1000,1094,1300,1159,1000,1000]us
[modee] STANCE:COMP | pos=[-0.018,+0.372,-0.144]m | f_tot=[+31.75,+12.72,+27.49]N(w) | f_grf=[+19.04,+11.09,+28.28]N(w) | f_leg=[-19.04,-11.09,-28.28]N(w) | f_prop=[+12.71,+1.63,-0.79]N(w) | tau=[+1.68,-0.12,+2.32]Nm | pwm=[1000,1127,1300,1101,1000,1000]us
[modee] STANCE:COMP | pos=[+0.013,+0.367,-0.145]m | f_tot=[+31.66,+11.77,+27.46]N(w) | f_grf=[+19.98,+10.49,+28.23]N(w) | f_leg=[-19.98,-10.49,-28.23]N(w) | f_prop=[+11.68,+1.28,-0.78]N(w) | tau=[+1.50,+0.37,+2.15]Nm | pwm=[1000,1058,1300,1098,1000,1000]us
[modee] STANCE:COMP | pos=[+0.039,+0.362,-0.147]m | f_tot=[+31.65,+8.84,+27.49]N(w) | f_grf=[+20.39,+7.88,+28.19]N(w) | f_leg=[-20.39,-7.88,-28.19]N(w) | f_prop=[+11.26,+0.96,-0.71]N(w) | tau=[+1.58,+0.87,+1.79]Nm | pwm=[1000,1000,1300,1100,1000,1000]us
[modee] STANCE:COMP | pos=[+0.071,+0.354,-0.151]m | f_tot=[+31.23,+0.62,+27.60]N(w) | f_grf=[+20.46,+0.29,+28.12]N(w) | f_leg=[-20.46,-0.29,-28.12]N(w) | f_prop=[+10.77,+0.34,-0.52]N(w) | tau=[+2.26,+1.58,+0.76]Nm | pwm=[1000,1000,1300,1059,1000,1000]us
[modee] STANCE:COMP | pos=[+0.089,+0.349,-0.157]m | f_tot=[+29.98,-16.45,+27.72]N(w) | f_grf=[+19.99,-16.10,+28.02]N(w) | f_leg=[-19.99,+16.10,-28.02]N(w) | f_prop=[+9.99,-0.35,-0.30]N(w) | tau=[+4.41,+2.43,-1.66]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:COMP | pos=[+0.077,+0.352,-0.168]m | f_tot=[+33.72,-26.32,+28.59]N(w) | f_grf=[+14.06,-22.66,+28.32]N(w) | f_leg=[-14.06,+22.66,-28.32]N(w) | f_prop=[+19.66,-3.66,+0.27]N(w) | tau=[+4.71,+2.13,-1.54]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.022,+0.364,-0.179]m | f_tot=[+30.06,-30.10,+29.06]N(w) | f_grf=[+11.60,-22.46,+28.06]N(w) | f_leg=[-11.60,+22.46,-28.06]N(w) | f_prop=[+18.46,-7.64,+1.00]N(w) | tau=[+3.22,+1.82,+0.15]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.024,+0.370,-0.183]m | f_tot=[+25.45,-32.76,+28.77]N(w) | f_grf=[+8.67,-21.96,+27.42]N(w) | f_leg=[-8.67,+21.96,-27.42]N(w) | f_prop=[+16.78,-10.80,+1.34]N(w) | tau=[+2.30,+1.03,+1.25]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.051,+0.371,-0.187]m | f_tot=[+21.54,-34.65,+28.30]N(w) | f_grf=[+6.54,-21.51,+26.88]N(w) | f_leg=[-6.54,+21.51,-26.88]N(w) | f_prop=[+15.01,-13.14,+1.43]N(w) | tau=[+1.67,+0.39,+1.99]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.067,+0.370,-0.199]m | f_tot=[+16.92,-36.97,+27.66]N(w) | f_grf=[+4.74,-21.16,+26.44]N(w) | f_leg=[-4.74,+21.16,-26.44]N(w) | f_prop=[+12.18,-15.81,+1.22]N(w) | tau=[+0.89,-0.16,+2.84]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.063,+0.365,-0.219]m | f_tot=[+13.55,-38.97,+27.08]N(w) | f_grf=[+4.54,-21.12,+26.40]N(w) | f_leg=[-4.54,+21.12,-26.40]N(w) | f_prop=[+9.01,-17.84,+0.68]N(w) | tau=[-0.09,-0.38,+3.67]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.051,+0.361,-0.233]m | f_tot=[+12.28,-39.90,+26.78]N(w) | f_grf=[+5.11,-21.23,+26.53]N(w) | f_leg=[-5.11,+21.23,-26.53]N(w) | f_prop=[+7.17,-18.67,+0.25]N(w) | tau=[-0.79,-0.37,+4.16]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.006,+0.351,-0.259]m | f_tot=[+12.10,-40.95,+26.49]N(w) | f_grf=[+7.45,-21.50,+26.88]N(w) | f_leg=[-7.45,+21.50,-26.88]N(w) | f_prop=[+4.65,-19.45,-0.39]N(w) | tau=[-2.30,+0.10,+5.07]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.058,+0.334,-0.280]m | f_tot=[+6.64,-42.11,+27.29]N(w) | f_grf=[+3.56,-22.36,+27.94]N(w) | f_leg=[-3.56,+22.36,-27.94]N(w) | f_prop=[+3.08,-19.75,-0.66]N(w) | tau=[-2.21,+0.79,+5.19]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.237,+0.257,-0.280]m | f_tot=[+4.15,-42.34,+27.34]N(w) | f_grf=[+3.56,-22.36,+27.94]N(w) | f_leg=[-3.56,+22.36,-27.94]N(w) | f_prop=[+0.59,-19.98,-0.61]N(w) | tau=[-2.21,+0.79,+5.19]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.337,+0.181,-0.235]m | f_tot=[-21.84,-31.86,+27.84]N(w) | f_grf=[-21.49,-22.41,+28.01]N(w) | f_leg=[+21.49,+22.41,-28.01]N(w) | f_prop=[-0.35,-9.45,-0.17]N(w) | tau=[+4.24,+1.21,-1.73]Nm | pwm=[1000,1300,1032,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.426,+0.025,-0.097]m | f_tot=[-14.99,-32.16,+28.01]N(w) | f_grf=[-12.77,-21.08,+27.91]N(w) | f_leg=[+12.77,+21.08,-27.91]N(w) | f_prop=[-2.23,-11.08,+0.10]N(w) | tau=[+3.24,-0.78,+1.59]Nm | pwm=[1000,1245,1300,1040,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.426,+0.030,-0.104]m | f_tot=[-18.75,-32.37,+28.04]N(w) | f_grf=[-14.90,-21.87,+27.94]N(w) | f_leg=[+14.90,+21.87,-27.94]N(w) | f_prop=[-3.85,-10.50,+0.10]N(w) | tau=[+2.76,+0.01,+1.58]Nm | pwm=[1000,1255,1300,1076,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.418,+0.059,-0.131]m | f_tot=[-25.65,-30.00,+27.95]N(w) | f_grf=[-19.66,-21.36,+28.02]N(w) | f_leg=[+19.66,+21.36,-28.02]N(w) | f_prop=[-5.99,-8.64,-0.07]N(w) | tau=[+1.60,+1.65,+1.62]Nm | pwm=[1000,1300,1256,1156,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.415,+0.068,-0.138]m | f_tot=[-28.30,-27.99,+27.88]N(w) | f_grf=[-21.30,-19.99,+28.04]N(w) | f_leg=[+21.30,+19.99,-28.04]N(w) | f_prop=[-7.00,-8.00,-0.16]N(w) | tau=[+1.07,+2.23,+1.78]Nm | pwm=[1000,1300,1200,1199,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.412,+0.075,-0.149]m | f_tot=[-31.94,-23.23,+27.61]N(w) | f_grf=[-21.46,-15.08,+28.22]N(w) | f_leg=[+21.46,+15.08,-28.22]N(w) | f_prop=[-10.49,-8.15,-0.61]N(w) | tau=[+0.07,+2.66,+2.52]Nm | pwm=[1000,1300,1131,1211,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.411,+0.078,-0.163]m | f_tot=[-26.31,-16.42,+26.80]N(w) | f_grf=[-17.52,-11.73,+27.66]N(w) | f_leg=[+17.52,+11.73,-27.66]N(w) | f_prop=[-8.79,-4.69,-0.86]N(w) | tau=[-1.09,+2.86,+3.25]Nm | pwm=[1000,1300,1000,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.409,+0.077,-0.182]m | f_tot=[-29.56,-12.47,+26.18]N(w) | f_grf=[-20.17,-9.31,+27.52]N(w) | f_leg=[+20.17,+9.31,-27.52]N(w) | f_prop=[-9.39,-3.17,-1.33]N(w) | tau=[-1.57,+3.28,+3.35]Nm | pwm=[1000,1300,1000,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.408,+0.074,-0.204]m | f_tot=[-31.42,+12.74,+25.40]N(w) | f_grf=[-21.75,+14.58,+27.16]N(w) | f_leg=[+21.75,-14.58,-27.16]N(w) | f_prop=[-9.67,-1.84,-1.76]N(w) | tau=[+0.59,+0.18,+4.74]Nm | pwm=[1000,1300,1000,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.405,+0.071,-0.224]m | f_tot=[-7.89,-0.42,-1.75]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[-7.89,-0.42,-1.75]N(w) | tau=[+0.31,+0.15,+5.07]Nm | pwm=[1000,1300,1099,1024,1000,1000]us
[modee] FLIGHT | pos=[+0.403,+0.068,-0.238]m | f_tot=[-7.78,+0.84,-2.05]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-7.78,+0.84,-2.05]N(w) | tau=[+0.29,+0.14,+5.12]Nm | pwm=[1000,1300,1039,1047,1000,1000]us
[modee] FLIGHT | pos=[+0.402,+0.067,-0.244]m | f_tot=[-7.58,+1.81,-2.27]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.58,+1.81,-2.27]N(w) | tau=[+0.04,-0.15,+6.38]Nm | pwm=[1000,1300,1000,1072,1000,1000]us
[modee] FLIGHT | pos=[+0.401,+0.066,-0.248]m | f_tot=[-7.16,+3.18,-2.57]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-7.16,+3.18,-2.57]N(w) | tau=[-0.13,-0.46,+7.76]Nm | pwm=[1000,1300,1000,1087,1000,1000]us
[modee] FLIGHT | pos=[+0.402,+0.065,-0.247]m | f_tot=[-6.49,+4.15,-2.75]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[-6.49,+4.15,-2.75]N(w) | tau=[-0.16,-0.53,+8.00]Nm | pwm=[1000,1247,1300,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.403,+0.065,-0.242]m | f_tot=[-5.43,+5.36,-3.04]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-5.43,+5.36,-3.04]N(w) | tau=[-0.17,-0.53,+8.00]Nm | pwm=[1000,1000,1300,1069,1000,1000]us
[modee] FLIGHT | pos=[+0.405,+0.065,-0.236]m | f_tot=[-4.03,+6.15,-3.38]N(w) | f_grf=[-0.00,+0.00,-0.00]N(w) | f_leg=[+0.00,-0.00,+0.00]N(w) | f_prop=[-4.03,+6.15,-3.38]N(w) | tau=[-0.18,-0.53,+8.00]Nm | pwm=[1000,1000,1300,1035,1000,1000]us
[modee] FLIGHT | pos=[+0.405,+0.065,-0.233]m | f_tot=[-2.79,+6.62,-3.82]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[-2.79,+6.62,-3.82]N(w) | tau=[-0.18,-0.54,+8.00]Nm | pwm=[1000,1057,1300,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.406,+0.066,-0.229]m | f_tot=[-1.02,+6.77,-4.55]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[-1.02,+6.77,-4.55]N(w) | tau=[-0.19,-0.55,+8.00]Nm | pwm=[1000,1124,1300,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.407,+0.067,-0.226]m | f_tot=[+0.40,+6.44,-5.17]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+0.40,+6.44,-5.17]N(w) | tau=[-0.20,-0.57,+8.00]Nm | pwm=[1000,1188,1300,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.407,+0.067,-0.222]m | f_tot=[+2.19,+5.29,-5.95]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+2.19,+5.29,-5.95]N(w) | tau=[-0.21,-0.64,+8.00]Nm | pwm=[1000,1000,1300,1149,1000,1000]us
[modee] FLIGHT | pos=[+0.408,+0.068,-0.218]m | f_tot=[+3.36,+3.74,-6.48]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+3.36,+3.74,-6.48]N(w) | tau=[-0.23,-0.72,+8.00]Nm | pwm=[1000,1000,1300,1097,1000,1000]us
[modee] FLIGHT | pos=[+0.408,+0.068,-0.216]m | f_tot=[+3.99,+1.41,-6.94]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+3.99,+1.41,-6.94]N(w) | tau=[-0.24,-0.79,+8.00]Nm | pwm=[1000,1000,1300,1047,1000,1000]us
[modee] FLIGHT | pos=[+0.408,+0.069,-0.216]m | f_tot=[+3.79,-0.74,-7.23]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+3.79,-0.74,-7.23]N(w) | tau=[-0.24,-0.84,+7.93]Nm | pwm=[1000,1300,1226,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.407,+0.068,-0.219]m | f_tot=[+2.09,-3.43,-7.11]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[+2.09,-3.43,-7.11]N(w) | tau=[-0.12,-0.73,+3.31]Nm | pwm=[1000,1300,1072,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.407,+0.068,-0.223]m | f_tot=[-0.09,-4.63,-6.64]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[-0.09,-4.63,-6.64]N(w) | tau=[-0.12,-0.73,+3.27]Nm | pwm=[1000,1300,1030,1001,1000,1000]us
[modee] FLIGHT | pos=[+0.406,+0.069,-0.226]m | f_tot=[-2.58,-5.05,-6.07]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[-2.58,-5.05,-6.07]N(w) | tau=[-0.11,-0.76,+3.22]Nm | pwm=[1000,1194,1300,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.406,+0.070,-0.221]m | f_tot=[-4.94,-4.53,-5.05]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[-4.94,-4.53,-5.05]N(w) | tau=[-0.11,-0.81,+3.10]Nm | pwm=[1000,1247,1300,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.407,+0.072,-0.215]m | f_tot=[-6.43,-3.57,-4.02]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[-6.43,-3.57,-4.02]N(w) | tau=[-0.10,-0.83,+3.03]Nm | pwm=[1000,1298,1262,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.408,+0.074,-0.204]m | f_tot=[-7.62,-1.72,-2.33]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.62,-1.72,-2.33]N(w) | tau=[-0.09,-0.83,+2.91]Nm | pwm=[1000,1000,1090,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.409,+0.075,-0.195]m | f_tot=[-8.02,-0.03,-1.07]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-8.02,-0.03,-1.07]N(w) | tau=[-0.09,-0.83,+2.86]Nm | pwm=[1000,1009,1128,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.409,+0.076,-0.187]m | f_tot=[-7.78,+2.24,+0.04]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[-7.78,+2.24,+0.04]N(w) | tau=[-0.09,-0.84,+2.84]Nm | pwm=[1000,1024,1056,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.410,+0.077,-0.181]m | f_tot=[-7.16,+3.87,+0.49]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[-7.16,+3.87,+0.49]N(w) | tau=[-0.08,-0.84,+2.76]Nm | pwm=[1000,1000,1062,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.410,+0.077,-0.174]m | f_tot=[-5.60,+5.96,+0.65]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[-5.60,+5.96,+0.65]N(w) | tau=[-0.07,-0.85,+2.62]Nm | pwm=[1000,1000,1060,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.410,+0.078,-0.168]m | f_tot=[-3.96,+7.20,+0.43]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-3.96,+7.20,+0.43]N(w) | tau=[-0.06,-0.85,+2.55]Nm | pwm=[1000,1000,1081,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.410,+0.079,-0.158]m | f_tot=[-1.73,+8.05,-0.09]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-1.73,+8.05,-0.09]N(w) | tau=[-0.06,-0.85,+2.52]Nm | pwm=[1000,1000,1142,1300,1000,1000]us
[modee] STANCE:COMP | pos=[+0.410,+0.080,-0.149]m | f_tot=[+7.96,+29.15,+45.13]N(w) | f_grf=[+7.54,+9.24,+47.02]N(w) | f_leg=[-7.54,-9.24,-47.02]N(w) | f_prop=[+0.42,+19.91,-1.89]N(w) | tau=[+2.79,-3.32,+6.03]Nm | pwm=[1000,1000,1300,1300,1000,1000]us
