======================================================================
HOPPER-AERO MODEE CONTROLLER (LCM)
- Always sends commands; underlying hopper_driver handles mode switching
- Right stick: desired vx/vy (same mapping as Hopper4.py)
- Press Y: start CSV log (saved under ~/hopper_logs/modee_csv/ by default). Log stops when program exits.
  (Override directory: export MODEE_LOG_DIR=/your/path)
======================================================================
[run_modee] LCM URL: udpm://239.255.76.67:7667?ttl=255
[run_modee] Safety limits:
  - tau_max: (20.0, 20.0, 20.0) Nm
  - tau_sign: (1.0, 1.0, 1.0)
  - tau_out_scale: 1.0
  - tau_out_max: 8.0
  - pwm_range: [1000.0, 1300.0] us
  - thrust_ratio: 0.22
  - thrust_max_each: 10.0 N/arm
  - thrust_min_each: 0.0 N/arm
  - wbc_w_t_ref: 0.01
  - wbc_w_tsum_ref: 0.0
  - swing_kp_xy: 20.0, swing_kd_xy: 0.8 (XY)
  - swing_kp_z: 220.0, swing_kd_z: 10 (Z)
  - use_foot_vel_lpf: True
  - foot_vel_lpf_tau: 0.015 s (~10.6 Hz cutoff)
======================================================================
[modee] waiting... have_motor=False have_imu=False have_gamepad=False
[modee] FLIGHT | pos=[-0.000,+0.000,-0.480]m | f_tot=[+0.00,+0.02,+8.13]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+0.00,+0.02,+8.13]N(w) | tau=[+1.92,+2.76,+2.47]Nm | pwm=[1000,1201,1300,1000,1000,1000]us
[modee] FLIGHT | pos=[-0.229,+0.342,-0.208]m | f_tot=[-5.60,-4.18,+4.62]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-5.60,-4.18,+4.62]N(w) | tau=[-0.97,+0.52,-0.14]Nm | pwm=[1000,1000,1300,1211,1000,1000]us
[modee] FLIGHT | pos=[-0.229,+0.339,-0.211]m | f_tot=[-5.63,-4.14,+4.63]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-5.63,-4.14,+4.63]N(w) | tau=[-0.97,+0.52,-0.15]Nm | pwm=[1000,1000,1300,1212,1000,1000]us
[modee] FLIGHT | pos=[-0.229,+0.337,-0.214]m | f_tot=[-5.66,-4.09,+4.63]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-5.66,-4.09,+4.63]N(w) | tau=[-0.97,+0.52,-0.15]Nm | pwm=[1000,1000,1300,1213,1000,1000]us
[modee] FLIGHT | pos=[-0.229,+0.335,-0.218]m | f_tot=[-5.71,-4.04,+4.61]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-5.71,-4.04,+4.61]N(w) | tau=[-0.96,+0.52,-0.15]Nm | pwm=[1000,1000,1300,1214,1000,1000]us
[modee] FLIGHT | pos=[-0.229,+0.332,-0.223]m | f_tot=[-5.78,-3.98,+4.58]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-5.78,-3.98,+4.58]N(w) | tau=[-0.96,+0.52,-0.16]Nm | pwm=[1000,1000,1300,1214,1000,1000]us
[modee] FLIGHT | pos=[-0.228,+0.329,-0.228]m | f_tot=[-5.85,-3.93,+4.54]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-5.85,-3.93,+4.54]N(w) | tau=[-0.95,+0.52,-0.16]Nm | pwm=[1000,1000,1300,1215,1000,1000]us
[modee] FLIGHT | pos=[-0.228,+0.326,-0.234]m | f_tot=[-5.88,-3.83,+4.45]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-5.88,-3.83,+4.45]N(w) | tau=[-0.80,+0.52,-0.22]Nm | pwm=[1000,1000,1300,1202,1000,1000]us
[modee] FLIGHT | pos=[-0.228,+0.323,-0.238]m | f_tot=[-5.91,-3.76,+4.42]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-5.91,-3.76,+4.42]N(w) | tau=[-0.71,+0.51,-0.25]Nm | pwm=[1000,1000,1300,1198,1000,1000]us
[modee] FLIGHT | pos=[-0.228,+0.320,-0.242]m | f_tot=[-6.04,-3.74,+4.45]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-6.04,-3.74,+4.45]N(w) | tau=[-0.64,+0.50,-0.27]Nm | pwm=[1000,1000,1300,1216,1000,1000]us
[modee] FLIGHT | pos=[-0.229,+0.317,-0.245]m | f_tot=[-6.08,-3.70,+4.44]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-6.08,-3.70,+4.44]N(w) | tau=[-0.60,+0.50,-0.28]Nm | pwm=[1000,1000,1300,1217,1000,1000]us
[modee] FLIGHT | pos=[-0.229,+0.315,-0.246]m | f_tot=[-6.11,-3.66,+4.42]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-6.11,-3.66,+4.42]N(w) | tau=[-0.59,+0.50,-0.28]Nm | pwm=[1000,1000,1300,1218,1000,1000]us
[modee] FLIGHT | pos=[-0.230,+0.313,-0.248]m | f_tot=[-6.14,-3.62,+4.41]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-6.14,-3.62,+4.41]N(w) | tau=[-0.58,+0.50,-0.28]Nm | pwm=[1000,1000,1300,1218,1000,1000]us
[modee] FLIGHT | pos=[-0.231,+0.311,-0.249]m | f_tot=[-6.16,-3.60,+4.40]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-6.16,-3.60,+4.40]N(w) | tau=[-0.58,+0.50,-0.28]Nm | pwm=[1000,1000,1300,1219,1000,1000]us
[modee] FLIGHT | pos=[-0.231,+0.310,-0.249]m | f_tot=[-6.18,-3.58,+4.40]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.18,-3.58,+4.40]N(w) | tau=[-0.58,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1219,1000,1000]us
[modee] FLIGHT | pos=[-0.232,+0.309,-0.250]m | f_tot=[-6.20,-3.56,+4.39]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.20,-3.56,+4.39]N(w) | tau=[-0.57,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1219,1000,1000]us
[modee] FLIGHT | pos=[-0.233,+0.308,-0.250]m | f_tot=[-6.21,-3.54,+4.38]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.21,-3.54,+4.38]N(w) | tau=[-0.57,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1219,1000,1000]us
[modee] FLIGHT | pos=[-0.234,+0.306,-0.250]m | f_tot=[-6.23,-3.51,+4.37]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.23,-3.51,+4.37]N(w) | tau=[-0.57,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1219,1000,1000]us
[modee] FLIGHT | pos=[-0.234,+0.305,-0.251]m | f_tot=[-6.25,-3.49,+4.36]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.25,-3.49,+4.36]N(w) | tau=[-0.57,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1220,1000,1000]us
[modee] FLIGHT | pos=[-0.235,+0.303,-0.251]m | f_tot=[-6.27,-3.47,+4.35]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.27,-3.47,+4.35]N(w) | tau=[-0.57,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1220,1000,1000]us
[modee] FLIGHT | pos=[-0.236,+0.302,-0.251]m | f_tot=[-6.28,-3.45,+4.35]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.28,-3.45,+4.35]N(w) | tau=[-0.56,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1220,1000,1000]us
[modee] FLIGHT | pos=[-0.237,+0.300,-0.252]m | f_tot=[-6.30,-3.43,+4.34]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.30,-3.43,+4.34]N(w) | tau=[-0.56,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1220,1000,1000]us
[modee] FLIGHT | pos=[-0.238,+0.299,-0.252]m | f_tot=[-6.32,-3.40,+4.33]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.32,-3.40,+4.33]N(w) | tau=[-0.56,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.239,+0.298,-0.252]m | f_tot=[-6.34,-3.38,+4.32]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.34,-3.38,+4.32]N(w) | tau=[-0.55,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.240,+0.296,-0.253]m | f_tot=[-6.36,-3.35,+4.31]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.36,-3.35,+4.31]N(w) | tau=[-0.54,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.240,+0.294,-0.253]m | f_tot=[-6.38,-3.33,+4.30]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.38,-3.33,+4.30]N(w) | tau=[-0.54,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.241,+0.293,-0.254]m | f_tot=[-6.40,-3.30,+4.29]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.40,-3.30,+4.29]N(w) | tau=[-0.54,+0.49,-0.28]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.242,+0.291,-0.254]m | f_tot=[-6.43,-3.27,+4.28]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.43,-3.27,+4.28]N(w) | tau=[-0.53,+0.49,-0.27]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.243,+0.289,-0.255]m | f_tot=[-6.44,-3.24,+4.27]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.44,-3.24,+4.27]N(w) | tau=[-0.52,+0.49,-0.27]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.244,+0.287,-0.255]m | f_tot=[-6.47,-3.21,+4.26]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.47,-3.21,+4.26]N(w) | tau=[-0.52,+0.49,-0.27]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.245,+0.285,-0.256]m | f_tot=[-6.49,-3.18,+4.25]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.49,-3.18,+4.25]N(w) | tau=[-0.52,+0.49,-0.27]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.246,+0.283,-0.257]m | f_tot=[-6.51,-3.15,+4.24]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.51,-3.15,+4.24]N(w) | tau=[-0.51,+0.48,-0.27]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.247,+0.281,-0.258]m | f_tot=[-6.54,-3.11,+4.22]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.54,-3.11,+4.22]N(w) | tau=[-0.50,+0.48,-0.27]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.248,+0.279,-0.258]m | f_tot=[-6.56,-3.08,+4.21]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.56,-3.08,+4.21]N(w) | tau=[-0.49,+0.48,-0.27]Nm | pwm=[1000,1000,1300,1225,1000,1000]us
[modee] FLIGHT | pos=[-0.249,+0.276,-0.259]m | f_tot=[-6.59,-3.04,+4.20]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.59,-3.04,+4.20]N(w) | tau=[-0.48,+0.48,-0.27]Nm | pwm=[1000,1000,1300,1225,1000,1000]us
[modee] FLIGHT | pos=[-0.250,+0.274,-0.260]m | f_tot=[-6.61,-3.01,+4.19]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.61,-3.01,+4.19]N(w) | tau=[-0.48,+0.48,-0.27]Nm | pwm=[1000,1000,1300,1226,1000,1000]us
[modee] FLIGHT | pos=[-0.251,+0.272,-0.261]m | f_tot=[-6.63,-2.96,+4.16]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.63,-2.96,+4.16]N(w) | tau=[-0.36,+0.45,-0.25]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.252,+0.269,-0.262]m | f_tot=[-6.67,-2.92,+4.16]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-6.67,-2.92,+4.16]N(w) | tau=[-0.28,+0.44,-0.24]Nm | pwm=[1000,1000,1300,1227,1000,1000]us
[modee] FLIGHT | pos=[-0.253,+0.267,-0.263]m | f_tot=[-6.69,-2.89,+4.15]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-6.69,-2.89,+4.15]N(w) | tau=[-0.24,+0.43,-0.23]Nm | pwm=[1000,1000,1300,1227,1000,1000]us
[modee] FLIGHT | pos=[-0.254,+0.265,-0.263]m | f_tot=[-6.71,-2.86,+4.14]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.71,-2.86,+4.14]N(w) | tau=[-0.24,+0.43,-0.23]Nm | pwm=[1000,1000,1300,1228,1000,1000]us
[modee] FLIGHT | pos=[-0.255,+0.264,-0.263]m | f_tot=[-6.72,-2.85,+4.13]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.72,-2.85,+4.13]N(w) | tau=[-0.24,+0.43,-0.23]Nm | pwm=[1000,1000,1300,1228,1000,1000]us
[modee] FLIGHT | pos=[-0.256,+0.263,-0.262]m | f_tot=[-6.73,-2.83,+4.12]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.73,-2.83,+4.12]N(w) | tau=[-0.24,+0.43,-0.23]Nm | pwm=[1000,1000,1300,1228,1000,1000]us
[modee] FLIGHT | pos=[-0.257,+0.262,-0.261]m | f_tot=[-6.74,-2.82,+4.12]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.74,-2.82,+4.12]N(w) | tau=[-0.24,+0.43,-0.23]Nm | pwm=[1000,1000,1300,1228,1000,1000]us
[modee] FLIGHT | pos=[-0.258,+0.262,-0.260]m | f_tot=[-6.74,-2.81,+4.12]N(w) | f_grf=[+0.00,-0.00,+0.00]N(w) | f_leg=[-0.00,+0.00,-0.00]N(w) | f_prop=[-6.74,-2.81,+4.12]N(w) | tau=[-0.23,+0.43,-0.22]Nm | pwm=[1000,1000,1300,1228,1000,1000]us
[modee] FLIGHT | pos=[-0.258,+0.261,-0.259]m | f_tot=[-6.74,-2.81,+4.12]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.74,-2.81,+4.12]N(w) | tau=[-0.23,+0.42,-0.22]Nm | pwm=[1000,1000,1300,1228,1000,1000]us
[modee] FLIGHT | pos=[-0.259,+0.261,-0.258]m | f_tot=[-6.74,-2.80,+4.12]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.74,-2.80,+4.12]N(w) | tau=[-0.22,+0.42,-0.21]Nm | pwm=[1000,1000,1300,1228,1000,1000]us
[modee] FLIGHT | pos=[-0.260,+0.261,-0.257]m | f_tot=[-6.74,-2.80,+4.12]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.74,-2.80,+4.12]N(w) | tau=[-0.22,+0.42,-0.21]Nm | pwm=[1000,1000,1300,1228,1000,1000]us
[modee] FLIGHT | pos=[-0.261,+0.261,-0.256]m | f_tot=[-6.74,-2.80,+4.12]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.74,-2.80,+4.12]N(w) | tau=[-0.21,+0.42,-0.20]Nm | pwm=[1000,1000,1300,1227,1000,1000]us
[modee] FLIGHT | pos=[-0.261,+0.261,-0.254]m | f_tot=[-6.74,-2.80,+4.12]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.74,-2.80,+4.12]N(w) | tau=[-0.21,+0.42,-0.19]Nm | pwm=[1000,1000,1300,1227,1000,1000]us
[modee] FLIGHT | pos=[-0.262,+0.261,-0.253]m | f_tot=[-6.74,-2.81,+4.12]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.74,-2.81,+4.12]N(w) | tau=[-0.20,+0.41,-0.19]Nm | pwm=[1000,1000,1300,1227,1000,1000]us
[modee] FLIGHT | pos=[-0.263,+0.261,-0.252]m | f_tot=[-6.74,-2.81,+4.12]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.74,-2.81,+4.12]N(w) | tau=[-0.20,+0.41,-0.18]Nm | pwm=[1000,1000,1300,1227,1000,1000]us
[modee] FLIGHT | pos=[-0.263,+0.262,-0.250]m | f_tot=[-6.74,-2.82,+4.12]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.74,-2.82,+4.12]N(w) | tau=[-0.20,+0.41,-0.17]Nm | pwm=[1000,1000,1300,1226,1000,1000]us
[modee] FLIGHT | pos=[-0.264,+0.262,-0.249]m | f_tot=[-6.73,-2.82,+4.12]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.73,-2.82,+4.12]N(w) | tau=[-0.20,+0.41,-0.16]Nm | pwm=[1000,1000,1300,1226,1000,1000]us
[modee] FLIGHT | pos=[-0.265,+0.262,-0.248]m | f_tot=[-6.73,-2.83,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.73,-2.83,+4.13]N(w) | tau=[-0.20,+0.41,-0.15]Nm | pwm=[1000,1000,1300,1226,1000,1000]us
[modee] FLIGHT | pos=[-0.265,+0.263,-0.246]m | f_tot=[-6.72,-2.84,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.72,-2.84,+4.13]N(w) | tau=[-0.20,+0.41,-0.14]Nm | pwm=[1000,1000,1300,1225,1000,1000]us
[modee] FLIGHT | pos=[-0.266,+0.263,-0.245]m | f_tot=[-6.71,-2.85,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.71,-2.85,+4.13]N(w) | tau=[-0.20,+0.40,-0.13]Nm | pwm=[1000,1000,1300,1225,1000,1000]us
[modee] FLIGHT | pos=[-0.266,+0.264,-0.243]m | f_tot=[-6.71,-2.86,+4.14]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.71,-2.86,+4.14]N(w) | tau=[-0.21,+0.40,-0.12]Nm | pwm=[1000,1000,1300,1225,1000,1000]us
[modee] FLIGHT | pos=[-0.267,+0.265,-0.241]m | f_tot=[-6.70,-2.87,+4.14]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.70,-2.87,+4.14]N(w) | tau=[-0.21,+0.40,-0.11]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.267,+0.265,-0.240]m | f_tot=[-6.69,-2.88,+4.14]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.69,-2.88,+4.14]N(w) | tau=[-0.22,+0.40,-0.10]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.267,+0.266,-0.239]m | f_tot=[-6.68,-2.89,+4.15]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.68,-2.89,+4.15]N(w) | tau=[-0.22,+0.40,-0.10]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.268,+0.267,-0.237]m | f_tot=[-6.67,-2.90,+4.15]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.67,-2.90,+4.15]N(w) | tau=[-0.23,+0.40,-0.08]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.268,+0.268,-0.236]m | f_tot=[-6.67,-2.92,+4.16]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.67,-2.92,+4.16]N(w) | tau=[-0.24,+0.40,-0.08]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.268,+0.269,-0.235]m | f_tot=[-6.66,-2.93,+4.16]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.66,-2.93,+4.16]N(w) | tau=[-0.25,+0.40,-0.07]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.268,+0.269,-0.234]m | f_tot=[-6.65,-2.94,+4.17]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.65,-2.94,+4.17]N(w) | tau=[-0.26,+0.40,-0.06]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.268,+0.270,-0.233]m | f_tot=[-6.64,-2.95,+4.17]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.64,-2.95,+4.17]N(w) | tau=[-0.27,+0.40,-0.05]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.268,+0.270,-0.232]m | f_tot=[-6.64,-2.96,+4.17]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.64,-2.96,+4.17]N(w) | tau=[-0.28,+0.40,-0.05]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.269,+0.271,-0.231]m | f_tot=[-6.63,-2.97,+4.18]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.63,-2.97,+4.18]N(w) | tau=[-0.28,+0.40,-0.04]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.269,+0.272,-0.231]m | f_tot=[-6.62,-2.97,+4.18]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.62,-2.97,+4.18]N(w) | tau=[-0.29,+0.39,-0.03]Nm | pwm=[1000,1000,1300,1220,1000,1000]us
[modee] FLIGHT | pos=[-0.269,+0.272,-0.230]m | f_tot=[-6.62,-2.98,+4.18]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.62,-2.98,+4.18]N(w) | tau=[-0.30,+0.39,-0.03]Nm | pwm=[1000,1000,1300,1220,1000,1000]us
[modee] FLIGHT | pos=[-0.269,+0.273,-0.229]m | f_tot=[-6.61,-2.99,+4.19]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.61,-2.99,+4.19]N(w) | tau=[-0.31,+0.39,-0.03]Nm | pwm=[1000,1000,1300,1220,1000,1000]us
[modee] FLIGHT | pos=[-0.269,+0.273,-0.229]m | f_tot=[-6.61,-2.99,+4.19]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.61,-2.99,+4.19]N(w) | tau=[-0.32,+0.39,-0.02]Nm | pwm=[1000,1000,1300,1220,1000,1000]us
[modee] FLIGHT | pos=[-0.269,+0.274,-0.229]m | f_tot=[-6.61,-3.00,+4.19]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.61,-3.00,+4.19]N(w) | tau=[-0.33,+0.39,-0.02]Nm | pwm=[1000,1000,1300,1219,1000,1000]us
[modee] FLIGHT | pos=[-0.269,+0.274,-0.229]m | f_tot=[-6.60,-3.00,+4.19]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.60,-3.00,+4.19]N(w) | tau=[-0.33,+0.39,-0.01]Nm | pwm=[1000,1000,1300,1219,1000,1000]us
